,name,rating,company_type,location,old,emp,reviews
1326,Lite Bite Foods,4.3,Private,"Gurgaon/Gurugram,Haryana + 15 more",21 years old,1k-5k employees (India),(283 Reviews)
1327,Fleetguard Filters,4.2,Private,"Pune,Maharashtra",35 years old,50k-1 Lakh employees (India),(287 Reviews)
1328,Infrastructure Lea...,4.1,Private,Mumbai + 61 more,35 years old,501-1k employees (India),(282 Reviews)
1329,Rohan Builders,4.1,Private,"Pune,Maharashtra + 24 more",29 years old,5k-10k employees (India),(282 Reviews)
1330,Globiva,3.2,"Gurgaon/Gurugram,Haryana + 7 more",5 years old,1k-5k employees (Global),,(282 Reviews)
1331,TVS Electronics,3.7,Public,"Chennai,Tamil Nadu + 40 more",36 years old,1k-5k employees (India),(282 Reviews)
1332,Jubilant Generics,4.3,Private,"Noida,Uttar Pradesh + 12 more",9 years old,5k-10k employees (India),(282 Reviews)
1333,Catholic Syrian Ba...,3.5,Private,"Thrissur/Trichur,Kerala + 66 more",102 years old,1k-5k employees (Global),(281 Reviews)
1334,Yokogawa,3.6,Private,Tokyo + 16 more,107 years old,1k-5k employees (India),(281 Reviews)
1335,Kantar IMRB,3.5,Private,"Mumbai,Maharashtra + 24 more",52 years old,1k-5k employees (Global),(281 Reviews)
1336,Karvy DigiKonnect,3.1,Hyderabad + 15 more,7 years old,10k-50k employees (Global),,(281 Reviews)
1337,Medley Pharmaceuti...,4.2,Public,"Mumbai,Maharashtra + 45 more",53 years old,1k-5k employees (India),(281 Reviews)
1338,Livpure,4.2,Private,"Gurgaon/Gurugram,Haryana + 58 more",12 years old,1k-5k employees (India),(281 Reviews)
1339,Kaya Skin Clinic,4.0,Public,"Mumbai,Maharashtra + 33 more",19 years old,1k-5k employees (India),(281 Reviews)
1340,Sunbeam Auto,3.6,Private,"Gurgaon/Gurugram,Haryana + 12 more",36 years old,501-1k employees (India),(280 Reviews)
1341,Fiem Industries,3.7,Public,New Delhi + 18 more,33 years old,5k-10k employees (Global),(280 Reviews)
1342,Labournet Services,4.0,Private,"Bangalore/Bengaluru,Karnataka + 39 more",16 years old,1k-5k employees (Global),(280 Reviews)
1343,Shaktiman Tirth Ag...,4.1,"Rajkot,Gujarat + 23 more",25 years old,1k-5k employees (India),,(280 Reviews)
1344,Aspire Systems,4.0,Private,Oak Brook + 5 more,26 years old,1k-5k employees (India),(280 Reviews)
1345,Netscribes,3.2,Private,"New York,New York + 3 more",22 years old,1k-5k employees (India),(280 Reviews)
1346,Vadilal Industries,4.2,Public,"Ahmedabad,Gujrat",115 years old,501-1k employees (India),(282 Reviews)
1347,Craftsman Automati...,3.8,Private,"Coimbatore,Tamil Nadu + 12 more",36 years old,1k-5k employees (India),(279 Reviews)
1348,Supertech,4.0,Private,"Noida,Uttar Pradesh + 16 more",34 years old,1k-5k employees (India),(279 Reviews)
1349,Nelito System,3.3,Private,"Mumbai,Maharashtra + 25 more",27 years old,1k-5k employees (Global),(279 Reviews)
1350,V-Trans,4.1,Public,"Mumbai,Maharashtra + 52 more",64 years old,1k-5k employees (Global),(279 Reviews)
1351,Labcorp Drug Devel...,4.2,"Wilmington,North Carolina + 5 more",40 years old,5k-10k employees (India),,(278 Reviews)
1352,Sarovar Hotels & R...,4.1,Private,"Gurgaon/Gurugram,Haryana + 49 more",26 years old,1k-5k employees (India),(278 Reviews)
1353,Ramco Systems,3.7,Public,Chennai + 10 more,25 years old,1k-5k employees (Global),(278 Reviews)
1354,Bisk Farm,4.1,Private,"Kolkata,West Bengal + 42 more",22 years old,201-500 employees (India),(277 Reviews)
1355,Ranbaxy,4.7,Public,GURGAON + 51 more,61 years old,10k-50k employees (India),(277 Reviews)
1356,HyperCITY,4.3,Private,"Mumbai,Maharashtra + 18 more",18 years old,501-1k employees (India),(277 Reviews)
1357,Jaypee Cement,4.1,Private,"Solan,Himachal Pradesh",26 years old,1k-5k employees (India),(1.4k Reviews)
1358,Ameriprise Financi...,4.0,Private,"Minneapolis,Minnesota",128 years old,1k-5k employees (India),(277 Reviews)
1359,Stock Holding Corp...,4.0,Public,"Mumbai,Maharashtra + 73 more",36 years old,1k-5k employees (Global),(276 Reviews)
1360,Tata Capital Housi...,4.0,Public,Mumbai + 72 more,14 years old,1k-5k employees (India),(276 Reviews)
1361,Lakshmi Vilas Bank,3.7,Public,"Chennai,Tamil Nadu + 67 more",96 years old,1k-5k employees (Global),(275 Reviews)
1362,Lafarge,4.3,Private,Paris + 67 more,189 years old,201-500 employees (India),(275 Reviews)
1363,Housing.com,3.9,Private,"Gurgaon/Gurugram,Haryana + 19 more",10 years old,1k-5k employees (India),(275 Reviews)
1364,Target,4.4,Private,"Minneapolis,Minnesota + 6 more",120 years old,1k-5k employees (India),(275 Reviews)
1365,Aequs,3.9,Private,"Belagavi/Belgaum,Karnataka + 4 more",25 years old,1k-5k employees (India),(275 Reviews)
1366,Kotak Mahindra Pri...,4.0,"Mumbai,Maharashtra + 53 more",26 years old,10k-50k employees (India),,(275 Reviews)
1367,Silaris Informatio...,3.3,Private,"Delhi/NCR,Delhi + 14 more",11 years old,201-500 employees (Global),(275 Reviews)
1368,Aditya Birla Healt...,3.9,Private,Mumbai + 72 more,7 years old,1k-5k employees (India),(275 Reviews)
1369,B.L. Kashyap & Son...,3.7,Private,"Delhi/NCR,New Delhi + 20 more",44 years old,1k-5k employees (India),(274 Reviews)
1370,Orient Cement,4.2,Public,"Hyderabad/Secunderabad,Telangana + 41 more",43 years old,501-1k employees (India),(274 Reviews)
1371,Urban Company,3.5,Private,Gurgaon + 26 more,8 years old,1k-5k employees (India),(274 Reviews)
1372,Ask Automotive,4.2,Private,"Gurgaon/Gurugram,Haryana + 18 more",34 years old,1k-5k employees (India),(274 Reviews)
1373,H & R Johnson,3.8,Private,Staffordshire + 54 more,26 years old,5k-10k employees (Global),(274 Reviews)
1374,Aditya Birla Minac...,4.4,Private,Bellandur + 8 more,41 years old,10k-50k employees (India),(274 Reviews)
1375,Credence Resource ...,3.6,LLC,"Dallas,Texas",8 years old,501-1k employees (India),(273 Reviews)
1376,PC Jewellers,4.0,Public,"Delhi/NCR,Delhi + 59 more",17 years old,1k-5k employees (India),(273 Reviews)
1377,Credence Resource ...,3.6,LLC,"Dallas,Texas",8 years old,501-1k employees (India),(273 Reviews)
1378,Muthoot Microfin,4.4,Private,"Kochi/Cochin,Kerala + 94 more",7 years old,5k-10k employees (India),(273 Reviews)
1379,Shalby Hospitals,3.9,Public,"Ahmedabad,Gujarat",28 years old,1k-5k employees (Global),(293 Reviews)
1380,Intel,4.3,Private,"Santa Clara,California",54 years old,10k-50k employees (India),(276 Reviews)
1381,Aegis Essar,3.7,"Mumbai,Maharashtra + 22 more",19 years old,5k-10k employees (India),,(272 Reviews)
1382,Vijay Sales,4.3,Private,"Mumbai,Maharashtra + 24 more",55 years old,1k-5k employees (India),(272 Reviews)
1383,Triumphant Institu...,3.7,Private,Hyderabad + 58 more,30 years old,201-500 employees (India),(272 Reviews)
1384,Visteon,3.4,Private,"Van Buren Township MI,Michigan + 9 more",22 years old,1k-5k employees (India),(272 Reviews)
1385,Duck Creek,4.7,LLP,Boston + 3 more,22 years old,501-1k employees (India),(272 Reviews)
1386,GE Healthcare,4.2,Private,Chicago + 19 more,28 years old,1k-5k employees (India),(272 Reviews)
1387,Allianz Technology,4.3,Munich,132 years old,1k-5k employees (India),,(639 Reviews)
1388,CNH Industrial,4.2,Public,London,9 years old,1k-5k employees (India),(472 Reviews)
1389,Descon Engineering,4.1,Private,Lahore + 14 more,45 years old,201-500 employees (India),(270 Reviews)
1390,Lear Corporation,4.0,Public,Southfield + 11 more,105 years old,1k-5k employees (India),(270 Reviews)
1391,AVTEC,3.8,Private,"Delhi/NCR,New Delhi + 12 more",17 years old,1k-5k employees (Global),(270 Reviews)
1392,MAS Financial Serv...,3.5,Public,"Ahmedabad,Gujarat + 53 more",27 years old,1k-5k employees (India),(269 Reviews)
1393,MattsenKumar,3.7,Private,"Woodburn,Oregon + 6 more",12 years old,501-1k employees (India),(269 Reviews)
1394,Jai Balaji Group,3.6,Public,"Kolkata,West Bengal + 19 more",23 years old,1k-5k employees (Global),(269 Reviews)
1395,Qualcomm,4.2,Private,"San Diego,California",26 years old,1k-5k employees (India),(270 Reviews)
1396,RITES,4.3,Private,"Gurgaon/Gurugram,Haryana + 34 more",48 years old,1k-5k employees (India),(268 Reviews)
1397,Tata Power Delhi D...,4.3,Private,"New Delhi,Delhi + 26 more",20 years old,1k-5k employees (India),(268 Reviews)
1398,Infinx,3.7,Private,"Mumbai,Maharashtra + 12 more",16 years old,1k-5k employees (India),(268 Reviews)
1399,Sintex-bapl,3.9,Public,Pune + 33 more,15 years old,5k-10k employees (Global),(268 Reviews)
1400,Sanghi Industries,3.7,Public,"Ahmedabad,Gujarat + 17 more",37 years old,201-500 employees (India),(268 Reviews)
1401,Mahindra Satyam,3.4,Private,"Hyderabad/Secunderabad,Telangana + 23 more",35 years old,1 Lakh+ employees (India),(268 Reviews)
1402,Bioclinica,3.4,Private,"Princeton,New Jersey + 2 more",14 years old,1k-5k employees (India),(267 Reviews)
1403,Financial Software...,3.9,Private,Chennai + 16 more,31 years old,1k-5k employees (India),(267 Reviews)
1404,Adidas,4.4,Public,"Herzogenaurach,Bavaria + 43 more",73 years old,50k-1 Lakh employees (Global),(266 Reviews)
1405,Travel Food Servic...,3.8,Private,"Mumbai,Maharashtra + 16 more",13 years old,5k-10k employees (Global),(266 Reviews)
1406,Aptech,3.6,Public,"Mumbai,Maharashtra + 54 more",36 years old,201-500 employees (India),(266 Reviews)
1407,Bharat Gears,3.9,Public,"Mumbai,Maharashtra + 12 more",50 years old,501-1k employees (India),(266 Reviews)
1408,STUP Consultants,3.9,Private,"Mumbai,Maharashtra + 36 more",59 years old,1k-5k employees (India),(266 Reviews)
1409,Toyo Engineeering,3.8,Private,Mumbai + 19 more,46 years old,1k-5k employees (India),(266 Reviews)
1410,Hinduja Group,4.0,Public,Mumbai,108 years old,201-500 employees (India),(8.7k Reviews)
1411,Shadowfax Technolo...,3.7,Public,Bangalore,7 years old,1k-5k employees (India),(267 Reviews)
1412,Balkrishna Industr...,4.1,Public,"Mumbai,Maharashtra + 7 more",35 years old,5k-10k employees (Global),(265 Reviews)
1413,Srei Equipment Fin...,4.3,Public,Kolkata + 68 more,33 years old,1k-5k employees (India),(265 Reviews)
1414,Royal Orchid Hotel...,4.1,Public,"Bangalore/Bengaluru,Karnataka + 30 more",36 years old,5k-10k employees (India),(265 Reviews)
1415,WAPCOS,3.8,Private,"Gurgaon/Gurugram,Haryana + 57 more",53 years old,1k-5k employees (Global),(265 Reviews)
1416,PeopleStrong,3.6,Private,Gurgaon + 14 more,16 years old,1k-5k employees (India),(265 Reviews)
1417,Ssipl Lifestyle,4.0,Private,"Delhi/NCR,Delhi + 42 more",28 years old,1k-5k employees (India),(265 Reviews)
1418,UNO Minda,4.1,Gurgaon + 30 more,64 years old,1k-5k employees (India),,(265 Reviews)
1419,Canon,4.3,Private,"Ota City,Tokyo",85 years old,1k-5k employees (India),(273 Reviews)
1420,Alfanar,4.4,Private,"Riyadh,Riyadh + 23 more",46 years old,201-500 employees (India),(264 Reviews)
1421,Test Yantra Softwa...,4.1,Public,"Bangalore/Bengaluru,Karnataka + 6 more",15 years old,1k-5k employees (Global),(264 Reviews)
1422,RuralShores,4.1,Private,"Bangalore/Bengaluru,Karnataka + 30 more",14 years old,1k-5k employees (India),(264 Reviews)
1423,Ongc Petro Additio...,4.2,Public,"Vadodara/Baroda,Gujarat + 18 more",16 years old,1k-5k employees (Global),(264 Reviews)
1424,Baker Hughes,4.0,Private,"Boston ,Massachusetts",6 years old,1k-5k employees (India),(264 Reviews)
1425,Dr. Batras' Positi...,3.4,Private,"Mumbai,Maharashtra + 64 more",40 years old,501-1k employees (Global),(263 Reviews)
1426,PropTiger.com,4.1,Private,Gurgaon + 12 more,11 years old,51-200 employees (India),(263 Reviews)
1427,Csc E Governance S...,4.2,Public,"Delhi/NCR,New Delhi + 91 more",13 years old,51-200 employees (Global),(263 Reviews)
1428,Gandhi Automations,4.3,Private,"Mumbai,Maharashtra + 14 more",26 years old,501-1k employees (India),(263 Reviews)
1429,Kharafi National,4.0,Cairo + 15 more,46 years old,201-500 employees (India),,(263 Reviews)
1430,LivSpace,3.7,Bangalore + 12 more,7 years old,1k-5k employees (India),,(263 Reviews)
1431,Tecnimont,4.0,Private,"Mumbai,Maharashtra + 15 more",17 years old,1k-5k employees (India),(263 Reviews)
1432,Nucleus Software E...,3.8,Public,"Noida,Uttar Pradesh + 8 more",36 years old,1k-5k employees (India),(262 Reviews)
1433,Samsung Research,3.1,Private,Seocho-gu + 7 more,53 years old,1k-5k employees (India),(262 Reviews)
1434,M.J Global,4.6,Public,Noida + 3 more,42 years old,201-500 employees (India),(262 Reviews)
1435,ADFC,3.8,Private,Mumbai + 32 more,28 years old,5k-10k employees (Global),(262 Reviews)
1436,National Collatera...,3.9,Mumbai + 61 more,18 years old,1k-5k employees (Global),,(262 Reviews)
1437,Tata International,4.1,Public,"Mumbai,Maharashtra + 30 more",60 years old,5k-10k employees (Global),(262 Reviews)
1438,RAK Ceramics,3.9,Private,"Ras Al Khaimah,Ras Al Khaimah + 35 more",33 years old,501-1k employees (India),(262 Reviews)
1439,Thriveni Earthmove...,4.0,Private,"Salem,Tamil Nadu + 16 more",31 years old,5k-10k employees (Global),(261 Reviews)
1440,Shilpa Medicare,3.8,Public,"Raichur,Karnataka + 14 more",35 years old,1k-5k employees (India),(261 Reviews)
1441,St. Xavier's High ...,4.0,Private,"Mumbai,Maharashtra + 66 more",153 years old,1k-5k employees (Global),(261 Reviews)
1442,TTK Prestige,4.0,Public,"Bangalore/Bengaluru,Karnataka + 50 more",67 years old,501-1k employees (Global),(261 Reviews)
1443,Centaur Pharmaceut...,3.9,Private,"Mumbai,Maharashtra + 36 more",44 years old,1k-5k employees (India),(261 Reviews)
1444,Pace Setters Busin...,3.8,Mumbai + 12 more,16 years old,201-500 employees (India),,(261 Reviews)
1445,Dassault Systemes,4.0,Private,Vélizy-Villacoublay,41 years old,1k-5k employees (India),(337 Reviews)
1446,Varun Motors,4.0,Private,"Hyderabad/Secunderabad,Telangana + 15 more",29 years old,501-1k employees (India),(260 Reviews)
1447,Prime Focus Techno...,3.2,Private,Mumbai + 11 more,14 years old,1k-5k employees (India),(260 Reviews)
1448,Neuland Laboratori...,4.1,Public,"Hyderabad/Secunderabad,Telangana + 2 more",38 years old,501-1k employees (India),(260 Reviews)
1449,Patel Engineering,4.2,Public,"Mumbai,Maharashtra + 28 more",73 years old,1k-5k employees (India),(260 Reviews)
1450,GD Goenka Public S...,4.0,Private,"Gurgaon/Gurugram,Haryana + 37 more",28 years old,501-1k employees (Global),(260 Reviews)
1451,Hyundai Engineerin...,4.4,Abu Dhabi + 22 more,501-1k employees (India),,,(260 Reviews)
1452,Audi,3.9,Private,"Ingolstadt,Bavaria",113 years old,201-500 employees (India),(267 Reviews)
1453,Siyaram Silk Mills,4.1,Public,"Mumbai,Maharashtra + 27 more",44 years old,1k-5k employees (India),(259 Reviews)
1454,Spoton Logistics,4.1,Private,"Bangalore/Bengaluru,Karnataka + 53 more",10 years old,1k-5k employees (India),(259 Reviews)
1455,Ashirvad Pipes,4.3,Private,"Bangalore/Bengaluru,Karnataka + 41 more",47 years old,501-1k employees (India),(259 Reviews)
1456,BankBazaar,3.3,Private,Chennai + 5 more,14 years old,501-1k employees (India),(259 Reviews)
1457,Efs Facilities Ser...,4.2,Private,"Dubai,Dubai + 28 more",16 years old,201-500 employees (India),(258 Reviews)
1458,SK E&C,4.4,Seoul + 36 more,45 years old,201-500 employees (India),,(258 Reviews)
1459,Photon Interactive,3.9,Private,London + 4 more,23 years old,1k-5k employees (Global),(258 Reviews)
1460,Unacademy,3.6,Private,Bangalore,7 years old,1k-5k employees (India),(280 Reviews)
1461,Orchids Internatio...,2.8,Private,"Nasik/Nashik,Maharashtra + 11 more",18 years old,501-1k employees (Global),(257 Reviews)
1462,Aramex,3.7,Private,Dubai + 46 more,40 years old,1k-5k employees (India),(257 Reviews)
1463,Barclays Global Se...,4.2,Private,Pune + 5 more,15 years old,201-500 employees (India),(257 Reviews)
1464,Medica Superspecia...,3.5,Private,"Kolkata,West Bengal + 16 more",14 years old,1k-5k employees (Global),(257 Reviews)
1465,Magna Internationa...,3.7,Public,Aurora + 11 more,65 years old,1k-5k employees (India),(257 Reviews)
1466,Khazana Jewellery,4.0,Private,"Chennai,Tamil Nadu + 34 more",33 years old,201-500 employees (India),(257 Reviews)
